,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1098,Shawn Mendes,Intro,138oQeapLds5IeJrdRfeUd,60,0.498,0.199,7,-11.011,1,0.0353,0.933,0.000573,0.493,0.47,76.046,62423,4
1099,Shawn Mendes,Piece Of You,5jpNBhgAk5OmfB0W5i5NaO,60,0.757,0.628,6,-3.944,1,0.077,0.0147,0.0,0.05,0.609,100.004,175781,4
1100,Shawn Mendes,305,5ld8E3DVBXCCWQ54yrkWVp,64,0.562,0.869,6,-5.38,1,0.058,0.205,0.0293,0.122,0.928,164.936,189072,4
1101,Shawn Mendes,Always Been You,56KDoLjFIm7Yc7fX1XgpNw,60,0.37,0.39,3,-6.958,1,0.0419,0.229,0.0,0.0823,0.309,124.802,167194,4
1102,Alaina Castillo,i don't think i love you anymore,1saZ5nnaCWBjOK09izEK9c,63,0.557,0.358,9,-7.095,0,0.0329,0.731,6.14e-06,0.163,0.201,72.877,229383,4
1103,Ariana Grande,goodnight n go,14kYOiFVPb7E7NfFbqhdln,73,0.708,0.454,1,-7.07,1,0.0395,0.0217,0.0,0.073,0.24,110.963,189507,4
1104,Madison Beer,Reckless,5ajjAnNRh8bxFvaVHzpPjh,84,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,203385,3
1105,Beyoncé,Sandcastles,2FNPJWVdGxYhWaotd6rULS,61,0.33,0.357,10,-10.171,1,0.0348,0.866,1.76e-05,0.19,0.101,84.119,182720,3
1106,Shawn Mendes,Perfectly Wrong,6nat4Z7iRKWVk1qngQqI0Q,70,0.361,0.311,2,-11.748,0,0.0369,0.872,0.0,0.0987,0.323,89.362,212773,4
1107,ZAYN,fOoL fOr YoU,6lvsJDZ7336YmpBzcNGhbe,72,0.52,0.513,7,-7.208,1,0.0256,0.281,0.0,0.0976,0.17,77.903,202213,4
1108,Camila Cabello,Used to This,3r73OmpBtQAwMgawxOmlg0,58,0.583,0.495,1,-7.681,0,0.0813,0.361,3.35e-06,0.348,0.364,100.047,210002,4
1109,Green Day,Holiday / Boulevard of Broken Dreams,0MsrWnxQZxPAcov7c74sSo,73,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,493400,4
1110,Green Day,Wake Me up When September Ends,3ZffCQKLFLUvYM59XKLbVm,78,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,285653,4
1111,Massive Attack,Angel,7uv632EkfwYhXoqf8rhYrg,64,0.714,0.309,7,-10.796,1,0.0291,0.0157,0.807,0.0777,0.0671,107.346,379533,4
1112,Liquid Blue,You Shook Me All Night Long,71uaXBraLRETm40wiW9mRc,0,0.643,0.779,7,-6.097,1,0.0327,0.00549,1.92e-06,0.363,0.825,129.996,216176,4
1113,Halestorm,I Get Off,0JKY13K1Io2aqXJb96UyzX,61,0.456,0.891,11,-4.062,0,0.125,0.00682,4.97e-06,0.0727,0.647,170.019,183707,4
1114,Danzig,She Rides,55zS77GXRmwsiyIqVkkT7O,49,0.582,0.609,9,-10.689,1,0.0463,0.000115,0.000795,0.378,0.29,110.961,310987,4
1115,Led Zeppelin,Whole Lotta Love - 1990 Remaster,0hCB0YR03f6AmQaHbwWDe8,78,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
1116,INXS,Need You Tonight,3h04eZTnmFLRMjZajbrp2R,72,0.795,0.63,10,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,181107,4
1117,Buckcherry,Crazy Bitch,5XfQTbialQHn9PhDb0p85H,70,0.661,0.978,1,-3.064,0,0.107,0.0247,0.0,0.0856,0.592,98.019,204960,4
1118,Bad Company,Feel Like Making Love,6trn2Smoif7ejl3SyEbBJu,47,0.452,0.635,7,-7.444,1,0.0321,0.153,1.45e-06,0.754,0.311,81.825,406024,4
1119,Queens of the Stone Age,Make It Wit Chu,6GyDY0yE47rfk8pcuKhioh,66,0.708,0.828,9,-5.286,1,0.0286,0.413,0.000104,0.12,0.505,91.977,290493,4
1120,The Wild!,What About You?,6E98hEEeapLS5RnVlNkvh9,40,0.587,0.469,9,-6.661,1,0.0431,0.0234,1.71e-05,0.0806,0.652,103.043,255823,3
1121,Led Zeppelin,You Shook Me - 1993 Remaster,0CrseEjTnYoB625tKoUowp,52,0.367,0.481,11,-12.915,0,0.0626,0.662,0.0237,0.137,0.383,155.96,388093,3
1122,Marilyn Manson,KILL4ME,6UIo6YbaXihIZ72MWUpcGb,60,0.635,0.688,11,-6.136,0,0.0346,0.0023,1.07e-05,0.507,0.389,107.989,239240,4
1123,Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,72,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,231964,4
1124,Sohodolls,Stripper,0NBc2FitNrKoejIUhuhHji,39,0.705,0.77,8,-5.062,1,0.0749,0.000726,0.0511,0.0933,0.396,128.011,216787,4
1125,Jace Everett,Bad Things,3H0XRfbPaBqLd1UjzRMVnt,50,0.591,0.864,4,-4.706,0,0.0399,0.0446,0.00571,0.279,0.728,131.006,164440,4
1126,Jacob Banks,Chainsmoking,1EZfCViOJ9XKFbwX8FkZUF,62,0.381,0.683,6,-4.05,0,0.104,0.541,0.0,0.147,0.597,138.169,192720,4
1127,Chase Atlantic,Swim,3M0lSi5WW79CXQamgSBIjx,86,0.666,0.542,8,-6.429,1,0.0392,0.27,0.0,0.0765,0.0771,120.134,228787,4
1128,Lauren Jauregui,Expectations,1EXotCuzdXR34W1MoP6Um7,65,0.576,0.443,4,-7.477,0,0.0754,0.00923,1.88e-06,0.124,0.452,180.08,204067,3
1129,Taylor DeBlock,Fool,5GtbXdG7mDWoqacPxmBTPa,31,0.461,0.436,10,-9.912,0,0.0353,0.142,0.0,0.0974,0.103,72.969,236259,4
1130,Dennis Lloyd,Think About It,4Yubb5GQW1aT9Zcb5ykOkh,58,0.478,0.509,4,-9.252,1,0.2,0.564,0.00181,0.228,0.0599,143.7,191688,4
1131,SoMo,First,64ZUFfGyxeHvfQ1EHJf3Pp,54,0.612,0.505,8,-10.558,0,0.266,0.0242,9.91e-05,0.102,0.295,143.839,206653,4
1132,Rendezvous At Two,Play with Me,2bySWrm7uc1BewjJQrVHkq,60,0.716,0.438,6,-12.369,1,0.261,0.332,0.0,0.114,0.269,106.613,252445,4
1133,ZAYN,wRoNg (feat. Kehlani),7iCeaYJSEdGWeFNTAEqUzJ,66,0.614,0.475,7,-8.642,0,0.0362,0.395,1.06e-06,0.265,0.422,99.968,212747,4
1134,Divine,You That I Want,3tTFI9ufPMtHhk8DCCcXHr,54,0.317,0.534,6,-11.531,1,0.0455,0.0306,0.0246,0.104,0.0462,133.558,237612,5
1135,KyHeezie,No Guidance (Remix),09XR8e5obtA5fuueHu1bij,39,0.678,0.499,1,-9.106,0,0.277,0.424,0.0,0.124,0.287,93.0,154194,4
1136,David Correy,247,3ngf72nHIDWjsaagIVumuM,52,0.468,0.563,0,-5.847,1,0.301,0.319,0.0,0.292,0.462,112.094,180787,4
1137,Rosenfeld,Do It for Me,34vCWXqZ0NkVJEiBlbJHoA,68,0.589,0.528,11,-7.81,0,0.12,0.16,0.00112,0.354,0.483,164.92,202973,3
1138,Niykee Heaton,Bad Intentions,5wpDCW52GdqdcFiCYjOfxy,34,0.747,0.716,11,-5.071,0,0.0798,0.26,0.0,0.0907,0.487,123.979,245723,4
1139,Gaab,Câmera Lenta,2tyFI8BL1fWH4SO2x2GYNU,52,0.742,0.65,5,-5.512,0,0.0585,0.376,0.0,0.255,0.473,134.968,212021,4
1140,Chino Diggz,Senses,7tauvFKGNpsnumGO5OxcTz,25,0.563,0.639,11,-8.031,0,0.0436,0.03,0.0,0.122,0.0661,92.083,213913,4
1141,smle,When My Love Ends,5cCD7hV1KhN3bbVsD2IaoY,35,0.571,0.522,0,-6.253,0,0.0679,0.347,0.0,0.168,0.44,149.994,244800,3
1142,Kings of Leon,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,82,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,4
1143,Selena Gomez,The Heart Wants What It Wants,4n8jPTf8wgI99ryFmbnDPc,66,0.617,0.792,7,-4.873,0,0.0379,0.0536,0.0,0.142,0.631,83.067,227373,4
1144,Queen Key,My Way,5NnwiqW2KwXYN4wl6ahYsn,58,0.846,0.809,11,-3.076,0,0.336,0.0761,0.0,0.082,0.512,140.011,144660,4
1145,Saweetie,Tap In,4Hpib09wXgD84w4uwTPnYD,73,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4
1146,Chloe x Halle,Ungodly Hour,0JLcFGzhW8cs2H6AwQFSzC,54,0.704,0.679,2,-6.499,1,0.317,0.143,1.14e-05,0.0693,0.164,105.014,255893,4
1147,Summer Walker,Ex For A Reason (with JT from City Girls),1De7cOMrdUnVpjWBaowMg4,73,0.726,0.728,11,-5.775,0,0.0408,0.239,0.0,0.177,0.566,115.047,225502,4
1148,Cardi B,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,84,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,187541,4
1149,City Girls,Where The Bag At,0lCGVDWJZ5KEXhGM9chO7v,8,0.72,0.747,10,-4.266,1,0.166,0.0257,0.000183,0.359,0.424,176.085,200561,4
1150,Megan Thee Stallion,Freaky Girls (feat. SZA),4RAEVQeHanpXyK2lrEUkMk,59,0.821,0.681,7,-6.834,1,0.177,0.000794,1.91e-05,0.11,0.249,93.991,166906,4
1151,Chlöe,Have Mercy,5SixeLvPsYpk7qq9lo5xYg,81,0.903,0.535,9,-6.434,1,0.0742,0.297,0.0,0.345,0.508,130.022,148779,4
1152,BIA,CAN'T TOUCH THIS,1LJYn86ysceH708AIkw0VZ,72,0.975,0.482,9,-7.94,1,0.246,0.00716,0.0,0.0596,0.737,125.953,146598,4
1153,Cardi B,Please Me,0PG9fbaaHFHfre2gUVo7AN,78,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,4
1154,City Girls,Pussy Talk,5EzL7hGT9g2Tvqsy158Lu9,69,0.943,0.641,1,-5.598,1,0.191,0.0016,0.0,0.211,0.242,99.099,218333,4
1155,Chloe x Halle,Do It,2mE9iW3E4iteXrrWneOYsT,53,0.701,0.668,5,-7.287,0,0.0516,0.0916,2.09e-06,0.111,0.553,82.978,176787,4
1156,Doja Cat,Juicy,7f5trao56t7sB7f14QDTmp,77,0.785,0.652,0,-2.607,1,0.0668,0.102,0.0,0.0697,0.484,170.024,203093,4
1157,Beyoncé,Flawless Remix (feat. Nicki Minaj),0zVMzJ37VQNFUNvdxxat2E,68,0.639,0.659,8,-7.273,1,0.215,0.241,8.33e-06,0.484,0.457,136.801,234413,4
1158,Muse,Dead Inside,2daZovie6pc2ZK7StayD1K,60,0.65,0.758,8,-5.021,1,0.0507,0.000259,0.000492,0.276,0.603,100.005,262947,4
1159,Pia Mia,Do It Again,6NtdjIq2SWYrYYIiPQaqmv,21,0.712,0.498,8,-8.676,1,0.0532,0.03,0.0,0.0866,0.442,95.965,208747,4
1160,Cautious Clay,Cold War,2XNY8QRGZ9CO41aqnY6DI4,30,0.664,0.511,1,-9.05,0,0.0519,0.249,0.275,0.106,0.488,77.059,204133,4
1161,Justin Timberlake,Cabaret (feat. Drake),4FcvYEVtmB0UuIPbdzwqsH,46,0.692,0.735,8,-5.132,1,0.0881,0.106,4.59e-06,0.239,0.333,120.154,272747,4
1162,Post Malone,Wow. - Instrumental,1reWqUNMwp5ciYLIufmWLI,43,0.849,0.312,1,-10.535,1,0.0613,0.0411,0.895,0.103,0.494,99.997,149040,4
1163,Calvin Harris,Rollin (feat. Future & Khalid),0lMbuWUpfTWhEmOKxppEau,64,0.753,0.76,6,-4.518,0,0.0859,0.446,3.13e-05,0.182,0.657,91.953,272653,4
1164,Sabrina Claudio,On My Shoulders,3NZJBpz5OO8kYp1A2XvLDu,47,0.672,0.384,5,-6.945,0,0.0616,0.495,0.0184,0.111,0.178,143.134,217531,4
1165,Lana Del Rey,Doin' Time,0Oqc0kKFsQ6MhFOLBNZIGX,74,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193,4
1166,Kings of Leon,Conversation Piece,6qV3OEpN6uFCZnzNSslbn1,54,0.425,0.593,4,-7.419,1,0.0241,0.35,0.488,0.216,0.653,170.506,299253,4
1167,Kings of Leon,Use Somebody,5VGlqQANWDKJFl0MBG3sg2,78,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,4
1168,Mumford & Sons,Tompkins Square Park,7rQ3Gz0M6eMUCOQf4fs0qq,57,0.464,0.793,2,-6.548,0,0.0541,0.0137,0.0257,0.107,0.468,162.027,312627,4
1169,Beyoncé,Pray You Catch Me,7rLDARtJALM7QdiJDMXW7m,62,0.25,0.215,8,-13.676,0,0.037,0.632,0.0717,0.401,0.0746,174.824,195987,3
1170,Snow Patrol,Set The Fire To The Third Bar,5g0afUZsh5hiXBOT3eXuwd,47,0.547,0.368,11,-7.053,0,0.0255,0.537,0.0,0.0955,0.367,96.05,203613,4
1171,Mick Jenkins,Drowning,70bx1d7tQbVm768tZKbRhn,47,0.591,0.321,0,-9.202,0,0.0814,0.102,1.12e-05,0.0841,0.0795,133.8,360502,4
1172,Harry Styles,Meet Me in the Hallway,4u9Y4Z9i9VaAbBK7rW1Rha,71,0.537,0.383,2,-6.528,1,0.0247,0.747,0.00025,0.356,0.339,104.252,227200,4
1173,Coldplay,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,77,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,4
1174,Drake,Nothings Into Somethings,6MbH1QiphMCPTqVEVC7UYi,60,0.766,0.234,11,-7.544,0,0.159,0.332,0.00156,0.358,0.256,96.882,153725,4
1175,BANKS,Propaganda,3XMBVIWJ19LcePSuM0VLEX,43,0.717,0.712,3,-4.92,0,0.072,0.394,0.0,0.096,0.574,109.871,245333,4
1176,Sampha,Blood On Me,3Wdwnr9TGwmyUfPNB9iekU,54,0.775,0.517,11,-8.186,1,0.138,0.121,0.014,0.609,0.614,104.01,246952,4
1177,Travis Scott,SKELETONS,6NMtzpDQBTOfJwMzgMX0zl,72,0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,145588,4
1178,Labrinth,All For Us - from the HBO Original Series Euphoria,10hMM5nsZQf66ldBlgWBfG,84,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,192987,4
1179,BJ The Chicago Kid,The Big Payback,5SJvTeu1IRcHqfG8d6Jl1M,23,0.381,0.395,7,-12.52,0,0.0736,0.685,2.68e-05,0.103,0.385,169.462,165900,4
1180,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,85,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
1181,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,87,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
1182,Mumford & Sons,Snake Eyes,3SvIbcr7uvjRp5PuPN47eo,52,0.438,0.693,9,-7.678,0,0.0396,0.0134,0.336,0.11,0.184,89.769,248547,4
1183,SAM9,Just Another Interlude,7e7WNOKjGI8SUyC4I0VBX2,16,0.437,0.191,5,-13.25,0,0.121,0.373,0.157,0.113,0.158,76.293,175308,4
1184,James Hersey,What I've done - Feast. Remix,5V5429MhHn9vSOSZzVKlwK,43,0.77,0.645,8,-11.918,1,0.066,0.0015,0.673,0.109,0.399,120.013,194000,4
1185,Gedz,Higher,5ZPuyPKUQMNRhChCiyA08T,5,0.46,0.541,7,-12.315,0,0.0472,0.416,0.839,0.297,0.204,123.067,252893,4
1186,Ariana Grande,the light is coming (feat. Nicki Minaj),0sdbFOyfgAhAhWq8DpzkaW,63,0.877,0.547,7,-5.705,1,0.18,0.0122,1.51e-05,0.028,0.687,99.034,228373,4
1187,ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,81,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000,4
1188,Optimist,Sexy Toy,6F0PKlFJtQ0Bx7W7s5SPJD,25,0.795,0.765,0,-6.218,1,0.0779,0.0188,0.773,0.0754,0.791,124.998,230390,4
1189,Mrozu,Jak ty,3rUm0HzlliDBaYP3Fh1NxM,27,0.64,0.475,4,-8.283,1,0.0489,0.427,0.00029,0.7,0.226,122.096,253619,4
1190,Maroon 5,Animals,2bL2gyO6kBdLkNSkxXNh6x,82,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4
1191,Maroon 5,Maps,4gbVRS8gloEluzf0GzDOFc,84,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
1192,Maroon 5,Sugar,494OU6M7NOf4ICYb4zWCf5,63,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
1193,The xx,Replica,61WE54H3MD9N5P56Mpr6TN,52,0.623,0.44,8,-10.934,1,0.0327,0.469,0.502,0.177,0.512,79.978,249000,4
1194,The Weeknd,Nothing Without You,57qiTKh8bVX0VtfUNTQqhw,67,0.575,0.634,1,-8.1,1,0.068,0.0646,0.0,0.0878,0.191,109.825,198653,4
1195,Calvin Harris,Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,78,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4
1196,Rihanna,American Oxygen,0bHA8LApeZHv7ZlhVUWg8X,59,0.391,0.745,2,-6.296,1,0.0884,0.0497,0.0,0.329,0.483,78.205,320161,4
1197,Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",4YutJsNwBBInE8vemufpQ8,75,0.468,0.197,4,-11.727,1,0.033,0.658,0.0,0.109,0.249,144.212,243805,3
1198,Sam Smith,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,83,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317,4
1199,Blood Orange,Better Than Me,0S001mAQoYNpTyVRu8BmMp,39,0.814,0.839,0,-7.25,1,0.247,0.0239,0.121,0.405,0.453,145.007,196852,4
1200,Jermaine Stewart,We Don't Have To Take Our Clothes Off,5h5woNJHnStcdv2DXzrMnD,10,0.816,0.71,6,-8.602,0,0.0361,0.0241,0.000142,0.0469,0.924,123.084,293240,4
1201,Jazmine Sullivan,Pick Up Your Feelings,2JLVZYEMmqPWbUoAJAMKfm,63,0.729,0.414,7,-6.138,0,0.0565,0.291,0.0,0.0793,0.565,85.729,232096,3
1202,Vampire Weekend,This Life,4dRqYKhLVujxiBXcq50YzG,65,0.62,0.712,9,-6.434,1,0.1,0.228,3.39e-06,0.0561,0.83,170.234,268600,4
1203,HAIM,Falling,2AZe0ej4oy1qIjbjfwhphQ,41,0.743,0.899,2,-5.675,1,0.0688,0.0792,7.75e-05,0.0838,0.265,111.98,257813,4
1204,Maggie Rogers,Retrograde,3lHtxy7keWMXYBQU5LkUXH,53,0.73,0.774,1,-5.5,1,0.0463,0.00373,0.00412,0.692,0.326,101.01,251000,4
1205,Ariana Grande,Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,77,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,236133,4
1206,Hozier,Nina Cried Power,2QsquiKBcjvDUlO6QyvMEs,56,0.365,0.875,1,-3.228,1,0.131,0.00893,0.0,0.0786,0.655,98.708,225307,4
1207,Secondcity,I Wanna Feel,5xIAozyR9MLewaunt0VAmr,44,0.69,0.895,10,-6.305,0,0.0596,0.0693,0.00237,0.102,0.817,122.022,186067,4
1208,Lorde,Homemade Dynamite - REMIX,0nDkCfsHdV9lxieH3fmoAt,16,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996,214255,4
1209,The xx,A Violent Noise,2wGwNMirSo326drCxmx42v,51,0.55,0.422,0,-8.886,0,0.0373,0.747,0.172,0.127,0.14,119.344,227467,4
1210,Selena Gomez,Hands To Myself,3CJvmtWw2bJsudbAC5uCQk,70,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,200680,4
1211,Kanye West,I Love It,4kamnDMs8sxLZ2uEHHQFF5,45,0.897,0.529,2,-8.302,1,0.353,0.0138,0.0,0.259,0.333,104.045,127947,4
1212,BANKS,Mind Games,1K6jC6bLs8rra7rYynsIc9,42,0.394,0.339,9,-10.09,0,0.0375,0.631,0.0,0.109,0.142,95.689,289120,4
1213,Dramarama,"Anything, Anything (I'll Give You) - Live at the China Club",18DDI7sV7bF4vZXhqnDhWH,43,0.448,0.813,0,-10.19,1,0.057,0.000486,0.0145,0.846,0.235,121.903,228360,4
1214,Tinashe,Ride Of Your Life,2JTaZjHNULImGUfECwTELE,37,0.713,0.428,9,-9.843,0,0.149,0.00522,0.00181,0.108,0.413,86.485,213829,4
1215,BJ The Chicago Kid,Hood Stories Vol. 1,4LsD9DE48UUaKTV9FYd4F2,17,0.729,0.743,9,-6.786,1,0.115,0.0258,0.000805,0.187,0.551,86.98,230367,4
1216,Calvin Harris,This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,81,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4
1217,Cat Pierce,You Belong to Me,3TRvQGbYUOpYavIpNYcpPW,48,0.32,0.552,0,-5.991,0,0.0354,0.727,6.74e-05,0.106,0.357,122.139,241326,4
1218,Nonchalant Savant,Mixed Signals,0vsHN7w5lrtt2ro7FygAMh,17,0.736,0.46,9,-10.129,0,0.0884,0.0171,0.622,0.135,0.551,93.995,211932,4
1219,Woodkid,I Love You,0z39yzkwMNXYX2LYtEOpFW,57,0.542,0.814,5,-4.759,0,0.0386,0.0532,0.000481,0.0852,0.526,146.002,230160,4
1220,BJ The Chicago Kid,Intro (Inside My Mind),3Zya4lXzYb2mW4FneXJX8e,22,0.556,0.201,7,-20.726,1,0.422,0.13,1.1e-06,0.552,0.169,117.663,41373,4
1221,London Grammar,Darling Are You Gonna Leave Me,72Hssf3TZ4CoCNv2oz1idT,35,0.753,0.606,11,-7.217,0,0.0356,0.484,0.00023,0.105,0.268,123.983,182398,4
1222,6LACK,In Between (feat. BANKS) - Bonus,2dn1SdbwnCliatWZ8Ls3O5,52,0.545,0.573,5,-6.007,1,0.246,0.619,0.00408,0.104,0.344,118.07,205500,3
1223,Ariana Grande,Not Just On Christmas,6JJ4W13A4Q5yeK4g6OROmg,58,0.434,0.281,9,-7.828,1,0.0294,0.18,1.01e-05,0.142,0.318,128.973,122760,4
1224,Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,86,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,4
1225,Ariana Grande,make up,27356GVuMPFWiJSZCragoM,67,0.671,0.714,7,-5.373,1,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,140693,3
1226,Luis Fonsi,Despacito - Remix,1vnnXMrBeEWiRg3YCMCjQq,72,0.649,0.798,2,-4.346,1,0.178,0.226,0.0,0.0711,0.857,177.899,230413,4
1227,Ed Sheeran,Bloodstream,5v4sZRuvWDcisoOk1PFv6T,69,0.66,0.316,3,-11.567,0,0.0364,0.529,0.000294,0.104,0.543,91.207,300253,4
1228,Harry Styles,Carolina,3Dwq1oiOFys6Sxr5SslmXw,72,0.624,0.673,4,-4.017,0,0.0268,0.000569,1.54e-06,0.104,0.458,121.986,189613,4
1229,Justin Bieber,Heartbreaker,2GCKWEsbb0Xo1oodTOKVi1,62,0.568,0.517,6,-7.316,0,0.0894,0.146,0.0,0.343,0.578,104.443,262840,4
1230,Sampha,Incomplete Kisses,2yKulKC2ipTxMR4YHZxlam,54,0.65,0.417,6,-12.363,1,0.0449,0.467,0.000108,0.101,0.265,127.213,233857,4
1231,Måneskin,Morirò da Re,1aX0Ki80LFzzhqxqRlqbAV,71,0.605,0.881,10,-2.563,1,0.153,0.123,0.0,0.038,0.928,193.788,157880,4
1232,Måneskin,Vengo dalla luna,5HgZU8DoSWLvs1dWBvXYJt,67,0.79,0.775,11,-5.042,1,0.0505,0.149,0.0,0.189,0.832,109.944,184387,4
1233,Måneskin,Are You Ready?,2Du09hJBFkE49xA4JqWvXS,66,0.713,0.873,5,-2.933,1,0.0545,0.0268,0.0,0.108,0.522,103.019,153947,4
1234,Måneskin,Let's Get It Started,6D2tOVX5MMl8jNVkwsFaWg,70,0.831,0.76,6,-4.184,1,0.0807,0.167,0.0,0.0871,0.865,113.969,146813,4
1235,Måneskin,CORALINE,7HMz8o0m7ASQ3ImFPfhWTY,75,0.363,0.678,2,-4.939,0,0.0995,0.0299,0.0,0.324,0.321,162.124,300413,4
1236,Dua Lipa,Homesick,13XFhaZRfCl1BMp5H8Chqa,50,0.502,0.223,6,-8.694,1,0.037,0.947,0.0,0.113,0.403,129.731,230480,4
1237,BJ The Chicago Kid,Falling On My Face,3kZWGpqreIyAROFIDRFPQg,32,0.391,0.191,6,-9.341,0,0.0299,0.932,0.0,0.102,0.461,100.08,241707,3
1238,Ama Lou,Trust Nobody,7ceXCl3ndsTFrH60P1c0io,60,0.672,0.472,11,-9.501,1,0.244,0.605,0.0,0.0919,0.395,78.347,195507,4
1239,Taylor Swift,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4
1240,Adele,One And Only,5W63Zcirj6bvnTxhVIKTSK,65,0.528,0.468,5,-5.306,1,0.0287,0.295,0.0,0.165,0.185,154.974,348227,3
1241,Adele,Chasing Pavements,0Z5ok0QLLttAKsujOZYOXf,75,0.616,0.47,5,-6.092,0,0.0253,0.291,0.0,0.111,0.325,80.03,210507,4
1242,Adele,Remedy,1zZh6zTXcDgvN0C6S1G4gU,70,0.405,0.3,2,-6.475,1,0.0378,0.894,0.0,0.154,0.24,162.355,245427,3
1243,Benson Boone,GHOST TOWN,135Lf4Q0CzlMNfOxbEUsLH,86,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,3
1244,Harry Styles,Fine Line,6VzcQuzTNTMFnJ6rBSaLH9,80,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,377960,4
1245,Ruth B.,Dandelions - slowed + reverb,6fhG2KJgwO7CrNflRaRmvp,80,0.573,0.715,8,-3.293,0,0.0256,0.0444,0.0,0.0898,0.258,101.699,268717,3
1246,Conan Gray,People Watching,4JeOesjcWWlprTAvucDSJX,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,4
1247,Kings of Leon,Muchacho,0Gu3ftWoA5mdwcAjMvLFG9,49,0.773,0.602,10,-8.3,0,0.0287,0.797,0.266,0.119,0.507,118.366,189960,4
1248,Beyoncé,Forward (feat. James Blake),2bOWJIYSbhwg2NMQq1QMYH,53,0.387,0.133,7,-15.633,0,0.0474,0.947,0.0591,0.107,0.0498,124.397,79200,4
1249,The Dead Weather,Blue Blood Blues,0RkvaJraEJFlb7gJ8mYPMQ,45,0.547,0.943,2,-2.502,1,0.244,0.00463,0.00789,0.685,0.515,92.262,202307,4
